season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,distribution__passes_accuracy,distribution__passes_attempted,distribution__passes_completed,distribution__ball_possession,distribution__cross_accuruacy,distribution__cross_attempted,distribution__cross_completed,distribution__free_kick,distribution__matches_appearance
2023,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,5612,4935,,,200.0,54,138.0,10
2023,52748,MAR,Marseille,Marseille,France,Francia,87.0,3384,2957,59.0,,116.0,17,92.0,6
2023,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,,4171,3638,,,118.0,34,86.0,8
2023,50147,BEN,Benfica,Benfica,Portugal,Portugal,,5352,4659,,,158.0,43,109.0,10
2023,50124,ATM,Atleti,Atleti,Spain,España,,3368,2928,54.0,,152.0,29,66.0,6
2023,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,2815,2443,,,45.0,9,60.0,6
2023,50139,JUV,Juventus,Juventus,Italy,Italia,,2848,2471,,,142.0,34,74.0,6
2023,50136,NAP,Napoli,Napoli,Italy,Italia,,5495,4779,,,183.0,54,148.0,10
2023,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,4281,3662,,,186.0,52,93.0,8
2023,52714,SEV,Sevilla,Sevilla,Spain,España,,2977,2549,,,97.0,29,82.0,6
2023,1652,TOT,Tottenham,Tottenham,England,Inglaterra,85.0,3941,3352,,,160.0,35,97.0,8
2023,50143,AJX,Ajax,Ajax,Netherlands,Holanda,85.0,3184,2753,,,61.0,16,64.0,6
2023,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,3041,2583,,,97.0,22,61.0,6
2023,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,,2524,2133,,,86.0,22,60.0,6
2023,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,84.0,3858,3258,,,105.0,18,106.0,8
2023,50058,MIL,Milan,Milan,Italy,Italia,83.0,5032,4206,,,160.0,40,163.0,12
2023,50138,INT,Inter,Inter,Italy,Italia,,5598,4721,,,238.0,65,169.0,13
2023,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,,2651,2196,,,74.0,16,98.0,6
2023,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,82.0,3491,2864,,,109.0,21,105.0,8
2023,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,82.0,2324,1918,,,59.0,18,53.0,6
2023,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,2652,2187,,,65.0,15,106.0,6
2023,50064,POR,Porto,Porto,Portugal,Portugal,,3424,2772,48.0,,104.0,23,121.0,8
2023,50072,FRA,Frankfurt,Frankfurt,Germany,Alemania,,3414,2736,,,103.0,17,108.0,8
2023,50121,RAN,Rangers,Rangers,Scotland,Escocia,,2247,1788,,,88.0,22,73.0,6
2023,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,,1626,1247,,,91.0,29,67.0,6
2023,50030,SAL,Salzburg,Salzburg,Austria,Austria,,1996,1472,,,71.0,18,63.0,6
2024,52919,MCI,Man City,Man City,England,Inglaterra,,7725,7227,,,180.0,50,145.0,10
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,,7614,6965,,,212.0,52,150.0,13
2024,52747,PSG,Paris,Paris,France,Francia,,7261,6520,,,206.0,42,148.0,12
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,89.0,6806,6082,55.0,,162.0,43,131.0,12
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,5338,4744,,,133.0,37,129.0,10
2024,52336,BRA,Braga,Braga,Portugal,Portugal,88.0,3148,2781,,,133.0,41,93.0,6
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,,3417,3016,54.0,,100.0,23,60.0,6
2024,50136,NAP,Napoli,Napoli,Italy,Italia,,4194,3641,,,152.0,26,107.0,8
2024,50124,ATM,Atleti,Atleti,Spain,España,,5708,4969,,,174.0,45,96.0,10
2024,50080,BAR,Barcelona,Barcelona,Spain,España,,5364,4705,,,169.0,39,151.0,10
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,,4014,3483,,,105.0,27,101.0,8
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,,3135,2708,,,61.0,10,94.0,6
2024,50138,INT,Inter,Inter,Italy,Italia,86.0,4333,3756,,,142.0,48,121.0,8
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,2567,2191,,,55.0,15,64.0,6
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,,3633,3102,,,119.0,29,117.0,8
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,84.0,2428,2051,,,101.0,23,57.0,6
2024,50058,MIL,Milan,Milan,Italy,Italia,84.0,2256,1913,,,109.0,35,82.0,6
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,,3647,3057,,,148.0,35,101.0,8
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,,3690,3101,,,120.0,25,99.0,8
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,83.0,2556,2134,,,83.0,15,72.0,6
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,5612,4698,,,195.0,53,138.0,13
2024,50064,POR,Porto,Porto,Portugal,Portugal,,3460,2892,,,97.0,26,132.0,8
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,,2250,1850,,,92.0,23,68.0,6
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,,2756,2273,49.0,,92.0,17,92.0,6
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,,2323,1913,,,73.0,15,95.0,6
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,81.0,3174,2607,,,109.0,23,67.0,8
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,2798,2264,,,126.0,27,90.0,6
2024,52277,LEN,Lens,Lens,France,Francia,,2356,1909,44.0,,96.0,23,91.0,6
2024,52714,SEV,Sevilla,Sevilla,Spain,España,,2504,2039,,,112.0,25,87.0,6
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,80.0,2379,1918,,,80.0,12,66.0,6
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,79.0,2026,1608,,,90.0,21,68.0,6
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,,2009,1580,,,97.0,20,59.0,6
2025,52919,MCI,Man City,Man City,England,Inglaterra,,6330,5866,,,204.0,43,85.0,10
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,90.0,7680,6947,,,237.0,47,168.0,14
2025,52747,PSG,Paris,Paris,France,Francia,89.0,10764,9679,,,249.0,58,209.0,17
2025,50058,MIL,Milan,Milan,Italy,Italia,,4934,4403,,,132.0,30,145.0,10
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,9189,8221,,,320.0,70,146.0,14
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,,5842,5240,,,174.0,38,95.0,10
2025,50139,JUV,Juventus,Juventus,Italy,Italia,,4941,4367,,,172.0,36,97.0,10
2025,50080,BAR,Barcelona,Barcelona,Spain,España,88.0,8400,7437,,,210.0,46,245.0,14
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,,5133,4490,,,221.0,67,104.0,10
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,87.0,5104,4465,,,134.0,26,99.0,10
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,,5538,4835,,,114.0,28,117.0,12
2025,2602798,GIR,Girona,Girona,Spain,España,,3739,3278,,,131.0,30,101.0,8
2025,50124,ATM,Atleti,Atleti,Spain,España,,5368,4716,,,166.0,41,117.0,10
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,,7122,6210,,,241.0,73,149.0,14
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,5128,4465,52.0,,162.0,32,113.0,10
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,4740,4127,,,109.0,30,170.0,10
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,,4416,3824,,,177.0,46,115.0,8
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,,5206,4525,,,128.0,32,162.0,12
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,,6252,5407,52.0,,225.0,50,150.0,12
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,86.0,6317,5477,,,235.0,68,152.0,14
2025,50138,INT,Inter,Inter,Italy,Italia,,7157,6218,,,202.0,58,180.0,15
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,,3597,3088,,,112.0,17,93.0,8
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,,3685,3126,,,118.0,27,91.0,8
2025,75797,LIL,Lille,Lille,France,Francia,,4653,3973,,,101.0,17,134.0,10
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3454,2914,,,83.0,18,77.0,8
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,83.0,4720,3960,46.0,,134.0,29,131.0,12
2025,52969,BOL,Bologna,Bologna,Italy,Italia,,3318,2756,,,135.0,29,123.0,8
2025,50023,MON,Monaco,Monaco,France,Francia,,4430,3691,,,135.0,36,149.0,10
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,,3035,2552,,,169.0,33,122.0,8
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,,2848,2325,,,112.0,23,98.0,8
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,,4977,4098,,,167.0,53,125.0,12
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,,2769,2244,,,98.0,26,98.0,8
2025,2601306,BRE,Brest,Brest,France,Francia,,3840,3105,,,147.0,38,147.0,10
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,79.0,2888,2316,,,74.0,13,112.0,8
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,,2725,2154,,,95.0,17,100.0,8
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,,2550,1969,,,78.0,24,76.0,8
